countyCode,districtCode,schoolCode,recordType,charter,testYear,countyName,districtName,schoolName,zipcode
17,10173,1730167,01,0000,2011-2012,Lake,Lake County Office of Education,Lloyd Hance Community,95422
17,64014,0000000,02,0000,2011-2012,Lake,Kelseyville Unified,,95451
17,64014,1734359,01,0000,2011-2012,Lake,Kelseyville Unified,Kelseyville High,95451
17,64014,6010607,01,0000,2011-2012,Lake,Kelseyville Unified,Kelseyville Elementary,95451
17,64014,6107791,01,0000,2011-2012,Lake,Kelseyville Unified,Mountain Vista Middle,95451
17,64014,6112759,01,0000,2011-2012,Lake,Kelseyville Unified,Riviera Elementary,95451
17,64022,0000000,02,0000,2011-2012,Lake,Konocti Unified,,95457
17,64022,1730027,01,0000,2011-2012,Lake,Konocti Unified,Carle (William C.) High (Continuation),95457
17,64022,1730118,01,0000,2011-2012,Lake,Konocti Unified,Richard H. Lewis Alternative,95457
17,64022,1735000,01,0000,2011-2012,Lake,Konocti Unified,Lower Lake High,95457
17,64022,6010615,01,0000,2011-2012,Lake,Konocti Unified,Burns Valley,95422
17,64022,6010623,01,0000,2011-2012,Lake,Konocti Unified,East Lake,95423
17,64022,6084990,01,0000,2011-2012,Lake,Konocti Unified,Lower Lake Elementary,95457
17,64022,6109706,01,0000,2011-2012,Lake,Konocti Unified,Pomo,95422
17,64030,0000000,02,0000,2011-2012,Lake,Lakeport Unified,,95453
17,64030,1730142,01,0000,2011-2012,Lake,Lakeport Unified,Lakeport,95453
17,64030,1732304,01,0000,2011-2012,Lake,Lakeport Unified,Clear Lake High,95453
17,64030,6010631,01,0000,2011-2012,Lake,Lakeport Unified,Lakeport Elementary,95453
17,64030,6010649,01,0000,2011-2012,Lake,Lakeport Unified,Terrace,95453
17,64048,0000000,02,0000,2011-2012,Lake,Lucerne Elementary,,95458
17,64048,6010656,01,0000,2011-2012,Lake,Lucerne Elementary,Lucerne Elementary,95458
17,64055,0000000,02,0000,2011-2012,Lake,Middletown Unified,,95461
17,64055,1736008,01,0000,2011-2012,Lake,Middletown Unified,Middletown High,95461
17,64055,6010672,01,0000,2011-2012,Lake,Middletown Unified,Cannon (Minnie) Elementary,95461
17,64055,6107049,01,0000,2011-2012,Lake,Middletown Unified,Middletown Middle,95461
17,64055,6110761,01,0000,2011-2012,Lake,Middletown Unified,Coyote Valley Elementary,95461
17,64063,0000000,02,0000,2011-2012,Lake,Upper Lake Union Elementary,,95485
17,64063,6010680,01,0000,2011-2012,Lake,Upper Lake Union Elementary,Upper Lake Elementary,95485
17,64071,0000000,02,0000,2011-2012,Lake,Upper Lake Union High,,95485
17,64071,1737006,01,0000,2011-2012,Lake,Upper Lake Union High,Upper Lake High,95485
18,00000,0000000,03,0000,2011-2012,Lassen,,,
18,64089,0000000,02,0000,2011-2012,Lassen,Big Valley Joint Unified,,96009
18,64089,1831601,01,0000,2011-2012,Lassen,Big Valley Joint Unified,Big Valley Jr. Sr. High,96009
18,64089,6010698,01,0000,2011-2012,Lassen,Big Valley Joint Unified,Big Valley Elementary,96009
18,64105,0000000,02,0000,2011-2012,Lassen,Janesville Union Elementary,,96114
18,64105,6010730,01,0000,2011-2012,Lassen,Janesville Union Elementary,Janesville Elementary,96114
18,64113,0000000,02,0000,2011-2012,Lassen,Johnstonville Elementary,,96130
18,64113,6010748,01,0000,2011-2012,Lassen,Johnstonville Elementary,Johnstonville Elementary,96130
18,64139,0000000,02,0000,2011-2012,Lassen,Lassen Union High,,96130
18,64139,1833805,01,0000,2011-2012,Lassen,Lassen Union High,Lassen High,96130
18,64139,1833813,01,0000,2011-2012,Lassen,Lassen Union High,Credence High,96130
18,64162,0000000,02,0000,2011-2012,Lassen,Ravendale-Termo Elementary,,96132
18,64162,6010789,01,0000,2011-2012,Lassen,Ravendale-Termo Elementary,Juniper Ridge Elementary,96132
18,64162,0000000,02,1123,2011-2012,Lassen,New Day Academy,,96101
18,64162,0120287,09,1123,2011-2012,Lassen,New Day Academy,New Day Academy,96101
18,64188,0000000,02,0000,2011-2012,Lassen,Shaffer Union Elementary,,96117
18,64188,6010805,01,0000,2011-2012,Lassen,Shaffer Union Elementary,Shaffer Elementary,96117
18,64196,0000000,02,0000,2011-2012,Lassen,Susanville Elementary,,96130
18,64196,6010813,01,0000,2011-2012,Lassen,Susanville Elementary,Diamond View Middle,96130
18,64196,6010821,01,0000,2011-2012,Lassen,Susanville Elementary,McKinley Elementary,96130
18,64196,6109748,01,0000,2011-2012,Lassen,Susanville Elementary,Meadow View,96130
18,64204,0000000,02,0000,2011-2012,Lassen,Westwood Unified,,96137
18,64204,6010847,01,0000,2011-2012,Lassen,Westwood Unified,Fletcher Walker Elementary,96137
18,64204,0000000,02,0399,2011-2012,Lassen,Westwood Charter,,96137
18,64204,1830132,09,0399,2011-2012,Lassen,Westwood Charter,Westwood Charter,96137
18,76729,0000000,02,0320,2011-2012,Lassen,Long Valley Charter,,96109
18,76729,6010763,09,0320,2011-2012,Lassen,Long Valley Charter,Long Valley Charter,96109
19,00000,0000000,03,0000,2011-2012,Los Angeles,,,
19,10199,0000000,02,0000,2011-2012,Los Angeles,Los Angeles County Office of Education,,90242
19,10199,0121822,01,0000,2011-2012,Los Angeles,Los Angeles County Office of Education,Nidorf Juvenile Hall,91342
19,10199,0121871,01,0000,2011-2012,Los Angeles,Los Angeles County Office of Education,Los Padrinos Juvenile,90242
19,10199,0121897,01,0000,2011-2012,Los Angeles,Los Angeles County Office of Education,Central Juvenile Hall,90033
19,10199,0121905,01,0000,2011-2012,Los Angeles,Los Angeles County Office of Education,Kirby, Dorothy Camp,90040
19,10199,0121921,01,0000,2011-2012,Los Angeles,Los Angeles County Office of Education,Afflerbaugh-Paige Camp,91750
19,10199,0121939,01,0000,2011-2012,Los Angeles,Los Angeles County Office of Education,Rockey, Glenn Camp,91773
19,10199,0121947,01,0000,2011-2012,Los Angeles,Los Angeles County Office of Education,Miller, Fred C. Camp,90265
19,10199,0121954,01,0000,2011-2012,Los Angeles,Los Angeles County Office of Education,Kilpatrick, Vernon Camp,90265
19,10199,0121970,01,0000,2011-2012,Los Angeles,Los Angeles County Office of Education,Gonzales, David Camp,91302
19,10199,0121988,01,0000,2011-2012,Los Angeles,Los Angeles County Office of Education,Scott, Joseph Camp,91390
19,10199,0121996,01,0000,2011-2012,Los Angeles,Los Angeles County Office of Education,Scudder, Kenyon Camp,91390
19,10199,0122002,01,0000,2011-2012,Los Angeles,Los Angeles County Office of Education,Munz, John Camp,93532
19,10199,0122010,01,0000,2011-2012,Los Angeles,Los Angeles County Office of Education,Mendenhall, William Camp,93532
19,10199,0122028,01,0000,2011-2012,Los Angeles,Los Angeles County Office of Education,Onizuka Camp,93536
19,10199,0122036,01,0000,2011-2012,Los Angeles,Los Angeles County Office of Education,McNair Camp,93536
19,10199,0122044,01,0000,2011-2012,Los Angeles,Los Angeles County Office of Education,Jarvis Camp,93536
19,10199,0123604,01,0000,2011-2012,Los Angeles,Los Angeles County Office of Education,Phoenix Academy Residential,91342
19,10199,0123612,01,0000,2011-2012,Los Angeles,Los Angeles County Office of Education,Pacific Lodge Residential,91364
19,10199,1933399,01,0000,2011-2012,Los Angeles,Los Angeles County Office of Education,L.A. Co. High School/Arts,90032
19,10199,1995232,01,0000,2011-2012,Los Angeles,Los Angeles County Office of Education,Special Education,90242
19,10199,1995257,01,0000,2011-2012,Los Angeles,Los Angeles County Office of Education,Alternative Opportunity Programs,90242
19,10199,1995869,01,0000,2011-2012,Los Angeles,Los Angeles County Office of Education,Intern. Polytechnic High,91768
19,10199,1996172,01,0000,2011-2012,Los Angeles,Los Angeles County Office of Education,East Los Angeles Community Day,91754
19,10199,1996214,01,0000,2011-2012,Los Angeles,Los Angeles County Office of Education,Renaissance Community Day,90250
19,10199,0000000,02,0124,2011-2012,Los Angeles,Soledad Enrich Act,,90004
19,10199,1996008,09,0124,2011-2012,Los Angeles,Soledad Enrich Act,Soledad Enrich Act,90004
19,10199,0000000,02,0249,2011-2012,Los Angeles,Odyssey Charter,,91001
19,10199,6116883,09,0249,2011-2012,Los Angeles,Odyssey Charter,Odyssey Charter,91001
19,10199,0000000,02,0737,2011-2012,Los Angeles,Opportunities Unlimited,,90044
19,10199,0109918,09,0737,2011-2012,Los Angeles,Opportunities Unlimited,Opportunities Unlimited,90044
19,10199,0000000,02,0738,2011-2012,Los Angeles,Academia Avance Charter,,90042
19,10199,0109926,09,0738,2011-2012,Los Angeles,Academia Avance Charter,Academia Avance Charter,90042
19,10199,0000000,02,0741,2011-2012,Los Angeles,Los Angeles International Charter High,,90042
19,10199,0109942,09,0741,2011-2012,Los Angeles,Los Angeles International Charter High,Los Angeles International Charter High,90042
19,10199,0000000,02,0839,2011-2012,Los Angeles,Wisdom Academy for Young Scientists,,90001
19,10199,0112730,09,0839,2011-2012,Los Angeles,Wisdom Academy for Young Scientists,Wisdom Academy for Young Scientists,90001
19,10199,0000000,02,1204,2011-2012,Los Angeles,Environmental Charter Middle,,90303
19,10199,0121772,09,1204,2011-2012,Los Angeles,Environmental Charter Middle,Environmental Charter Middle,90303
19,10199,0000000,02,1353,2011-2012,Los Angeles,Celerity Sirius Charter,,90059
19,10199,0124925,09,1353,2011-2012,Los Angeles,Celerity Sirius Charter,Celerity Sirius Charter,90059
19,64212,0000000,02,0000,2011-2012,Los Angeles,ABC Unified,,90703
19,64212,1930056,01,0000,2011-2012,Los Angeles,ABC Unified,Cerritos High,90703
19,64212,1930361,01,0000,2011-2012,Los Angeles,ABC Unified,Artesia High,90715
19,64212,1931641,01,0000,2011-2012,Los Angeles,ABC Unified,Tracy High, Cont.,90703
19,64212,1933159,01,0000,2011-2012,Los Angeles,ABC Unified,Gahr (Richard) High,90703
19,64212,6010862,01,0000,2011-2012,Los Angeles,ABC Unified,Aloha Elementary,90715
19,64212,6010904,01,0000,2011-2012,Los Angeles,ABC Unified,Carver (Charles J.) Elementary,90703
19,64212,6010912,01,0000,2011-2012,Los Angeles,ABC Unified,Melbourne (Ella P.) Elementary,90715
19,64212,6010920,01,0000,2011-2012,Los Angeles,ABC Unified,Hawaiian Elementary,90716
19,64212,6010938,01,0000,2011-2012,Los Angeles,ABC Unified,John F. Kennedy Elementary,90701
19,64212,6010946,01,0000,2011-2012,Los Angeles,ABC Unified,Niemes (John H.) Elementary,90701
19,64212,6010953,01,0000,2011-2012,Los Angeles,ABC Unified,Burbank (Luther) Elementary,90701
19,64212,6010961,01,0000,2011-2012,Los Angeles,ABC Unified,Palms Elementary,90715
19,64212,6010979,01,0000,2011-2012,Los Angeles,ABC Unified,Venn W. Furgeson Elementary,90716
19,64212,6010987,01,0000,2011-2012,Los Angeles,ABC Unified,Elliott (William F) Elementary,90703
19,64212,6010995,01,0000,2011-2012,Los Angeles,ABC Unified,Willow Elementary,90715
19,64212,6057442,01,0000,2011-2012,Los Angeles,ABC Unified,Ross (Faye) Middle,90701
19,64212,6057459,01,0000,2011-2012,Los Angeles,ABC Unified,Tetzlaff (M.B.) Middle,90703
19,64212,6061220,01,0000,2011-2012,Los Angeles,ABC Unified,Haskell (P.F) Middle,90703
19,64212,6061238,01,0000,2011-2012,Los Angeles,ABC Unified,Fedde (Pharis F.) Middle,90716
19,64212,6066708,01,0000,2011-2012,Los Angeles,ABC Unified,Carmenita Middle,90703
19,64212,6066716,01,0000,2011-2012,Los Angeles,ABC Unified,Stowers (Cecil B.) Elementary,90703
19,64212,6068274,01,0000,2011-2012,Los Angeles,ABC Unified,Cerritos Elementary,90703
19,64212,6071351,01,0000,2011-2012,Los Angeles,ABC Unified,Juarez Elementary,90703
19,64212,6071369,01,0000,2011-2012,Los Angeles,ABC Unified,Bragg Elementary,90703
19,64212,6085609,01,0000,2011-2012,Los Angeles,ABC Unified,Leal (Frank C.) Elementary,90703
19,64212,6085617,01,0000,2011-2012,Los Angeles,ABC Unified,Gonsalves (Joe A.) Elementary,90703
19,64212,6093447,01,0000,2011-2012,Los Angeles,ABC Unified,Wittmann (Helen) Elementary,90703
19,64212,6093454,01,0000,2011-2012,Los Angeles,ABC Unified,Nixon (Patricia) Elementary,90703
19,64246,0000000,02,0000,2011-2012,Los Angeles,Antelope Valley Union High,,93534
19,64246,0100081,01,0000,2011-2012,Los Angeles,Antelope Valley Union High,William J. (Pete) Knight High,93552
19,64246,0108407,01,0000,2011-2012,Los Angeles,Antelope Valley Union High,Eastside High,93535
19,64246,0111872,01,0000,2011-2012,Los Angeles,Antelope Valley Union High,SOAR High (Students On Academic Rise),93536
19,64246,1930213,01,0000,2011-2012,Los Angeles,Antelope Valley Union High,Antelope Valley High,93535
19,64246,1931732,01,0000,2011-2012,Los Angeles,Antelope Valley Union High,Desert Winds Continuation High,93535
19,64246,1936624,01,0000,2011-2012,Los Angeles,Antelope Valley Union High,Palmdale High,93550
19,64246,1937051,01,0000,2011-2012,Los Angeles,Antelope Valley Union High,Quartz Hill High,93536
19,64246,1995398,01,0000,2011-2012,Los Angeles,Antelope Valley Union High,Highland High,93551
19,64246,1995406,01,0000,2011-2012,Los Angeles,Antelope Valley Union High,Littlerock High,93543
19,64246,1995844,01,0000,2011-2012,Los Angeles,Antelope Valley Union High,Lancaster High,93536
19,64246,1995968,01,0000,2011-2012,Los Angeles,Antelope Valley Union High,Phoenix High Community Day,93550
19,64246,1996644,01,0000,2011-2012,Los Angeles,Antelope Valley Union High,R. Rex Parris High,93550
19,64246,0000000,02,0411,2011-2012,Los Angeles,Desert Sands Charter,,93550
19,64246,1996537,09,0411,2011-2012,Los Angeles,Desert Sands Charter,Desert Sands Charter,93550
19,64261,0000000,02,0000,2011-2012,Los Angeles,Arcadia Unified,,91007
19,64261,1930288,01,0000,2011-2012,Los Angeles,Arcadia Unified,Arcadia High,91007
19,64261,6011134,01,0000,2011-2012,Los Angeles,Arcadia Unified,Baldwin Stocker Elementary,91007
19,64261,6011159,01,0000,2011-2012,Los Angeles,Arcadia Unified,Camino Grove Elementary,91007
19,64261,6011167,01,0000,2011-2012,Los Angeles,Arcadia Unified,Highland Oaks Elementary,91006
19,64261,6011175,01,0000,2011-2012,Los Angeles,Arcadia Unified,Holly Avenue Elementary,91007
19,64261,6011183,01,0000,2011-2012,Los Angeles,Arcadia Unified,Hugo Reid Elementary,91007
19,64261,6011191,01,0000,2011-2012,Los Angeles,Arcadia Unified,Longley Way Elementary,91007
19,64261,6057467,01,0000,2011-2012,Los Angeles,Arcadia Unified,First Avenue Middle,91006
19,64261,6057475,01,0000,2011-2012,Los Angeles,Arcadia Unified,Dana Middle,91006
19,64261,6061246,01,0000,2011-2012,Los Angeles,Arcadia Unified,Foothills Middle,91006
19,64279,0000000,02,0000,2011-2012,Los Angeles,Azusa Unified,,91702
19,64279,1930528,01,0000,2011-2012,Los Angeles,Azusa Unified,Azusa High,91702
19,64279,1931765,01,0000,2011-2012,Los Angeles,Azusa Unified,Sierra High,91740
19,64279,1933449,01,0000,2011-2012,Los Angeles,Azusa Unified,Gladstone High,91722
19,64279,6011217,01,0000,2011-2012,Los Angeles,Azusa Unified,Ellington (Alice) Elementary,91722
19,64279,6011225,01,0000,2011-2012,Los Angeles,Azusa Unified,Center Middle,91702
19,64279,6011233,01,0000,2011-2012,Los Angeles,Azusa Unified,Charles H. Lee Elementary,91702
19,64279,6011241,01,0000,2011-2012,Los Angeles,Azusa Unified,Murray (Clifford D.) Elementary,91702
19,64279,6011258,01,0000,2011-2012,Los Angeles,Azusa Unified,Foothill Middle,91702
19,64279,6011266,01,0000,2011-2012,Los Angeles,Azusa Unified,Gladstone Street Elementary,91702
19,64279,6011274,01,0000,2011-2012,Los Angeles,Azusa Unified,Dalton (Henry) Elementary,91702
19,64279,6011290,01,0000,2011-2012,Los Angeles,Azusa Unified,Magnolia Elementary,91702
19,64279,6011308,01,0000,2011-2012,Los Angeles,Azusa Unified,Mountain View Elementary,91702
19,64279,6011316,01,0000,2011-2012,Los Angeles,Azusa Unified,Paramount Elementary,91702
19,64279,6011324,01,0000,2011-2012,Los Angeles,Azusa Unified,Slauson Intermediate,91702
19,64279,6011332,01,0000,2011-2012,Los Angeles,Azusa Unified,Valleydale Elementary,91702
19,64279,6011340,01,0000,2011-2012,Los Angeles,Azusa Unified,Hodge (Victor F.) Elementary,91702
19,64279,6011357,01,0000,2011-2012,Los Angeles,Azusa Unified,Powell (W. R.) Elementary,91702
19,64287,0000000,02,0000,2011-2012,Los Angeles,Baldwin Park Unified,,91706
19,64287,1930601,01,0000,2011-2012,Los Angeles,Baldwin Park Unified,Baldwin Park High,91706
19,64287,1936384,01,0000,2011-2012,Los Angeles,Baldwin Park Unified,North Park Continuation High,91706
19,64287,1938166,01,0000,2011-2012,Los Angeles,Baldwin Park Unified,Sierra Vista High,91706
19,64287,6011373,01,0000,2011-2012,Los Angeles,Baldwin Park Unified,Bursch (Charles) Elementary,91706
19,64287,6011381,01,0000,2011-2012,Los Angeles,Baldwin Park Unified,Central Elementary,91706
19,64287,6011399,01,0000,2011-2012,Los Angeles,Baldwin Park Unified,Jones (Charles) Jr. High,91706
19,64287,6011407,01,0000,2011-2012,Los Angeles,Baldwin Park Unified,De Anza Elementary,91706
19,64287,6011415,01,0000,2011-2012,Los Angeles,Baldwin Park Unified,Elwin Elementary,91706
19,64287,6011423,01,0000,2011-2012,Los Angeles,Baldwin Park Unified,Foster Elementary,91706
19,64287,6011431,01,0000,2011-2012,Los Angeles,Baldwin Park Unified,Geddes (Ernest) Elementary,91706
19,64287,6011449,01,0000,2011-2012,Los Angeles,Baldwin Park Unified,Kenmore Elementary,91706
19,64287,6011456,01,0000,2011-2012,Los Angeles,Baldwin Park Unified,Holland (Jerry D.) Middle,91706
19,64287,6011464,01,0000,2011-2012,Los Angeles,Baldwin Park Unified,Heath (Margaret) Elementary,91706
19,64287,6011472,01,0000,2011-2012,Los Angeles,Baldwin Park Unified,Olive Middle,91706
19,64287,6011480,01,0000,2011-2012,Los Angeles,Baldwin Park Unified,Pleasant View Elementary,91706
19,64287,6011498,01,0000,2011-2012,Los Angeles,Baldwin Park Unified,Tracy Elementary,91706
19,64287,6011506,01,0000,2011-2012,Los Angeles,Baldwin Park Unified,Vineland Elementary,91706
19,64287,6011514,01,0000,2011-2012,Los Angeles,Baldwin Park Unified,Walnut Elementary,91706
19,64287,6096135,01,0000,2011-2012,Los Angeles,Baldwin Park Unified,Sierra Vista Junior High,91706
19,64287,6110043,01,0000,2011-2012,Los Angeles,Baldwin Park Unified,Santa Fe Elementary,91706
19,64287,0000000,02,0402,2011-2012,Los Angeles,Opportunities for Learning - Baldwin Park,,91011
19,64287,1996479,09,0402,2011-2012,Los Angeles,Opportunities for Learning - Baldwin Park,Opportunities for Learning - Baldwin Park,91011
19,64287,0000000,02,0874,2011-2012,Los Angeles,Opportunities For Learning - Baldwin Park II,,91011
19,64287,0114397,09,0874,2011-2012,Los Angeles,Opportunities For Learning - Baldwin Park II,Opportunities For Learning - Baldwin Park II,91011
19,64295,0000000,02,0000,2011-2012,Los Angeles,Bassett Unified,,91746
19,64295,1930700,01,0000,2011-2012,Los Angeles,Bassett Unified,Bassett Senior High,91746
19,64295,1936491,01,0000,2011-2012,Los Angeles,Bassett Unified,Nueva Vista Continuation High,91746
19,64295,6011530,01,0000,2011-2012,Los Angeles,Bassett Unified,Don Julian Elementary,91746
19,64295,6011563,01,0000,2011-2012,Los Angeles,Bassett Unified,J. E. Van Wig Elementary,91746
19,64295,6011571,01,0000,2011-2012,Los Angeles,Bassett Unified,Sunkist Elementary,91746
19,64295,6057483,01,0000,2011-2012,Los Angeles,Bassett Unified,Edgewood Academy,91746
19,64295,6057491,01,0000,2011-2012,Los Angeles,Bassett Unified,Torch Middle,91746
19,64303,0000000,02,0000,2011-2012,Los Angeles,Bellflower Unified,,90706
19,64303,1930775,01,0000,2011-2012,Los Angeles,Bellflower Unified,Bellflower High,90706
19,64303,1935618,01,0000,2011-2012,Los Angeles,Bellflower Unified,Mayfair High,90713
19,64303,1938190,01,0000,2011-2012,Los Angeles,Bellflower Unified,Somerset Continuation High,90706
19,64303,1995679,01,0000,2011-2012,Los Angeles,Bellflower Unified,Bellflower Alternative Ed. Ctr,90706
19,64303,6011605,01,0000,2011-2012,Los Angeles,Bellflower Unified,Baxter (Albert) Elementary,90706
19,64303,6011613,01,0000,2011-2012,Los Angeles,Bellflower Unified,Intensive Learning Center,90712
19,64303,6011621,01,0000,2011-2012,Los Angeles,Bellflower Unified,Pyle (Ernie) Elementary,90706
19,64303,6011639,01,0000,2011-2012,Los Angeles,Bellflower Unified,Lindstrom (Esther) Elementary,90713
19,64303,6011647,01,0000,2011-2012,Los Angeles,Bellflower Unified,Woodruff (Frank E.) Elementary,90706
19,64303,6011654,01,0000,2011-2012,Los Angeles,Bellflower Unified,Williams (Craig) Elementary,90712
19,64303,6011696,01,0000,2011-2012,Los Angeles,Bellflower Unified,Ramona Elementary,90706
19,64303,6011704,01,0000,2011-2012,Los Angeles,Bellflower Unified,Foster (Stephen) Elementary,90712
19,64303,6011712,01,0000,2011-2012,Los Angeles,Bellflower Unified,Jefferson (Thomas) Elementary,90706
19,64303,6057517,01,0000,2011-2012,Los Angeles,Bellflower Unified,Washington Elementary,90706
19,64311,0000000,02,0000,2011-2012,Los Angeles,Beverly Hills Unified,,90212
19,64311,1930981,01,0000,2011-2012,Los Angeles,Beverly Hills Unified,Beverly Hills High,90212
19,64311,6011746,01,0000,2011-2012,Los Angeles,Beverly Hills Unified,Beverly Vista Elementary,90212
19,64311,6011753,01,0000,2011-2012,Los Angeles,Beverly Hills Unified,El Rodeo Elementary,90210
19,64311,6011761,01,0000,2011-2012,Los Angeles,Beverly Hills Unified,Hawthorne Elementary,90210
19,64311,6011779,01,0000,2011-2012,Los Angeles,Beverly Hills Unified,Horace Mann Elementary,90211
19,64329,0000000,02,0000,2011-2012,Los Angeles,Bonita Unified,,91773
19,64329,1931088,01,0000,2011-2012,Los Angeles,Bonita Unified,Bonita High,91750
19,64329,1937598,01,0000,2011-2012,Los Angeles,Bonita Unified,Chaparral High, Cont.,91773
19,64329,1937739,01,0000,2011-2012,Los Angeles,Bonita Unified,San Dimas High,91773
19,64329,1995893,01,0000,2011-2012,Los Angeles,Bonita Unified,Vista (Alternative),91773
19,64329,6011787,01,0000,2011-2012,Los Angeles,Bonita Unified,Allen Avenue Elementary,91773
19,64329,6011795,01,0000,2011-2012,Los Angeles,Bonita Unified,Shull (Arma J.) Elementary,91773
19,64329,6011803,01,0000,2011-2012,Los Angeles,Bonita Unified,Ekstrand (Fred) Elementary,91773
19,64329,6011811,01,0000,2011-2012,Los Angeles,Bonita Unified,Gladstone Elementary,91773
19,64329,6011829,01,0000,2011-2012,Los Angeles,Bonita Unified,Miller (Grace) Elemen.,91773
19,64329,6011837,01,0000,2011-2012,Los Angeles,Bonita Unified,Roynon (J. Marion) Elementary,91750
19,64329,6011845,01,0000,2011-2012,Los Angeles,Bonita Unified,La Verne Heights Elementary,91773
19,64329,6011860,01,0000,2011-2012,Los Angeles,Bonita Unified,Ramona Middle,91773
19,64329,6071385,01,0000,2011-2012,Los Angeles,Bonita Unified,Lone Hill Middle,91773
19,64329,6110035,01,0000,2011-2012,Los Angeles,Bonita Unified,Oak Mesa Elementary,91750
19,64337,0000000,02,0000,2011-2012,Los Angeles,Burbank Unified,,91506
19,64337,0115436,01,0000,2011-2012,Los Angeles,Burbank Unified,Off Campus Learning Center,91505
19,64337,1931187,01,0000,2011-2012,Los Angeles,Burbank Unified,Burbank High,91502
19,64337,1931237,01,0000,2011-2012,Los Angeles,Burbank Unified,Burroughs High,91506
19,64337,1933332,01,0000,2011-2012,Los Angeles,Burbank Unified,Monterey High, Cont.,91506
19,64337,1995877,01,0000,2011-2012,Los Angeles,Burbank Unified,Magnolia Park,91505
19,64337,1996230,01,0000,2011-2012,Los Angeles,Burbank Unified,Burbank USD Community Day,91502
19,64337,6011878,01,0000,2011-2012,Los Angeles,Burbank Unified,Disney (Walt) Elementary,91506
19,64337,6011886,01,0000,2011-2012,Los Angeles,Burbank Unified,Edison (Thomas) Elementary,91506
19,64337,6011894,01,0000,2011-2012,Los Angeles,Burbank Unified,Emerson (Ralph) Elementary,91501
19,64337,6011910,01,0000,2011-2012,Los Angeles,Burbank Unified,Harte (Bret) Elementary,91505
19,64337,6011928,01,0000,2011-2012,Los Angeles,Burbank Unified,Jefferson (Thomas) Elementary,91504
19,64337,6011951,01,0000,2011-2012,Los Angeles,Burbank Unified,McKinley (William) Elementary,91506
19,64337,6011969,01,0000,2011-2012,Los Angeles,Burbank Unified,Miller (Joaquin) Elementary,91501
19,64337,6011993,01,0000,2011-2012,Los Angeles,Burbank Unified,Providencia Elementary,91505
19,64337,6012009,01,0000,2011-2012,Los Angeles,Burbank Unified,Roosevelt (Theodore) Elementary,91505
19,64337,6012017,01,0000,2011-2012,Los Angeles,Burbank Unified,Stevenson (R. L.) Elementary,91505
19,64337,6012025,01,0000,2011-2012,Los Angeles,Burbank Unified,Washington (George) Elementary,91504
19,64337,6057525,01,0000,2011-2012,Los Angeles,Burbank Unified,Jordan (David Starr) Middle,91506
19,64337,6057533,01,0000,2011-2012,Los Angeles,Burbank Unified,Luther Burbank Middle,91505
19,64337,6066724,01,0000,2011-2012,Los Angeles,Burbank Unified,Muir (John) Middle,91504
19,64337,0000000,02,0130,2011-2012,Los Angeles,Options for Youth-Burbank,,91506
19,64337,1996099,09,0130,2011-2012,Los Angeles,Options for Youth-Burbank,Options for Youth-Burbank,91506
19,64345,0000000,02,0000,2011-2012,Los Angeles,Castaic Union Elementary,,91355
19,64345,0101600,01,0000,2011-2012,Los Angeles,Castaic Union Elementary,Northlake Hills Elementary,91384
19,64345,6012033,01,0000,2011-2012,Los Angeles,Castaic Union Elementary,Castaic Elementary,91384
19,64345,6106215,01,0000,2011-2012,Los Angeles,Castaic Union Elementary,Castaic Middle,91384
19,64345,6107353,01,0000,2011-2012,Los Angeles,Castaic Union Elementary,Live Oak Elementary,91384
19,64352,0000000,02,0000,2011-2012,Los Angeles,Centinela Valley Union High,,90260
19,64352,1930239,01,0000,2011-2012,Los Angeles,Centinela Valley Union High,Lloyde (R. K.) High,90260
19,64352,1933951,01,0000,2011-2012,Los Angeles,Centinela Valley Union High,Hawthorne High,90250
19,64352,1934926,01,0000,2011-2012,Los Angeles,Centinela Valley Union High,Lawndale High,90260
19,64352,1935048,01,0000,2011-2012,Los Angeles,Centinela Valley Union High,Leuzinger High,90260
19,64378,0000000,02,0000,2011-2012,Los Angeles,Charter Oak Unified,,91724
19,64378,1930312,01,0000,2011-2012,Los Angeles,Charter Oak Unified,Arrow High, Cont.,91740
19,64378,1931666,01,0000,2011-2012,Los Angeles,Charter Oak Unified,Charter Oak High,91724
19,64378,6012041,01,0000,2011-2012,Los Angeles,Charter Oak Unified,Badillo Elementary,91724
19,64378,6012066,01,0000,2011-2012,Los Angeles,Charter Oak Unified,Cedargrove Elementary,91724
19,64378,6012090,01,0000,2011-2012,Los Angeles,Charter Oak Unified,Glen Oak Elementary,91724
19,64378,6012116,01,0000,2011-2012,Los Angeles,Charter Oak Unified,Royal Oak Middle,91724
19,64378,6012132,01,0000,2011-2012,Los Angeles,Charter Oak Unified,Washington Elementary,91740
19,64378,6012140,01,0000,2011-2012,Los Angeles,Charter Oak Unified,Willow Elementary,91740
19,64394,0000000,02,0000,2011-2012,Los Angeles,Claremont Unified,,91711
19,64394,0000001,01,0000,2011-2012,Los Angeles,Claremont Unified,District Students in NPS,91711
19,64394,1931807,01,0000,2011-2012,Los Angeles,Claremont Unified,San Antonio High, Cont.,91711
19,64394,1931823,01,0000,2011-2012,Los Angeles,Claremont Unified,Claremont High,91711
19,64394,1996297,01,0000,2011-2012,Los Angeles,Claremont Unified,Community Day,91711
